NS_position_y,warning.started,final.started,exp_trials_loop.ran,__participant,training_intro.stopped,NS_button_example.numClicks,intro_continue.keys,S_button_example.timesOff,study_id,NS_button_practice.timesOn,pre_quiz_key.rt,consent.started,exp_trials_loop.thisN,S_button_practice.timesOff,NS_button.timesOn,unique_item_no,key_resp_end_prac.rt,button_pos_warning.stopped,session,pre_prac_key.duration,__session,pre_quiz.stopped,prac_feedback_loop.thisN,warning.stopped,answer,NS_button_example.timesOff,prac_feedback_loop.thisIndex,frameRate,ready_to_go.stopped,AC_button.numClicks,age_textbox.text,training_intro_key.rt,pre_quiz_key.keys,intro.stopped,S_button_practice.numClicks,S_button_example.numClicks,AC_button.timesOn,ready_spacebar.rt,training_intro_key.duration,pre_prac_key.keys,ready_spacebar.keys,__datetime,feedback,instruction,pre_practice.started,NS_button.timesOff,practice_trial_feedback.started,trials.started,gender_slider.response,demographics.started,intro.started,trials.stopped,prac_feedback_loop.ran,NS_position_x,S_button.numClicks,consent.stopped,S_position_y,AC_button.timesOff,instruction_colour,S_position_x,psychopyVersion,OS,expName,pre_quiz.started,ready_to_go.started,exp_trials_loop.thisTrialN,stim_size_y,ready_spacebar_2.rt,training_intro.started,NS_button_practice.numClicks,image,image_path,stim_size_x,pre_practice.stopped,NS_button_practice.timesOff,training_intro_key.keys,prac_feedback_loop.thisTrialN,practice_trial_feedback.stopped,S_button_example.timesOn,S_button_practice.timesOn,intro_continue.duration,S_button.timesOff,date,exp_trials_loop.thisIndex,prac_feedback_loop.thisRepN,S_button.timesOn,exp_trials_loop.thisRepN,type,demographics.stopped,button_pos_warning.started,pre_prac_key.rt,NS_button_example.timesOn,__experimentName,key_resp_end_prac.duration,ready_spacebar_2.keys,intro_continue.rt,NS_button.numClicks,key_resp_end_prac.keys,number,final.stopped,total_correct_AC,passed,participant
﻿-0.45,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,14,NA,[],123,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,AC,NA,NA,60.97560975609215,NA,1,NA,NA,NA,NA,NA,NA,[6.833300000011889],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please IGNORE the following ECG and click on the centre of the visualisation.,NA,[],NA,415.6826999999881,NA,NA,NA,422.50979999998214,NA,0.65,0,NA,-0.45,[6.833300000011889],red,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,14,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0107_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,122,NA,[],0,AC,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,15,NA,[2.41609999999406],36,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.41609999999406],NA,422.517,NA,NA,NA,427.4261999999881,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,15,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0300_v1_4_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,35,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,16,NA,[1.4998999999761509],49,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.5],NA,427.4307999999821,NA,NA,NA,431.4266999999881,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,16,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0466_v4_1_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,48,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,17,NA,[],24,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,431.4326999999881,NA,NA,NA,435.85989999997616,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,17,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0105_v1_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.933099999994056],2025-07-15_18h25.57.094,23,NA,[1.933099999994056],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,18,NA,[1.5499999999999545],59,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.5499999999999545],NA,435.8646999999881,NA,NA,NA,439.9098999999762,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,18,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0487_iii_6_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,58,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,19,NA,[],17,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,439.9155,NA,NA,NA,444.1933999999762,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,19,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0062_v4_3_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.7833000000119341],2025-07-15_18h25.57.094,16,NA,[1.7833000000119341],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,20,NA,[8.716999999999985],9,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[8.716999999999985],NA,444.1977999999821,NA,NA,NA,455.41029999998216,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,20,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0038_v1_6_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,8,NA,[],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,21,NA,[3.1003000000119414],16,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.1003000000119414],NA,455.4176999999881,NA,NA,NA,461.0102999999821,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,21,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0062_v1_1_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,15,NA,[],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,22,NA,[3.0670000000000073],96,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[3.0670000000000073],NA,461.0150999999941,NA,NA,NA,466.5772999999822,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,22,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0302_ii_3_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,95,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,23,NA,[6.7335999999940555],106,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[6.7335999999940555],NA,466.583,NA,NA,NA,475.8107999999821,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,23,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_avl_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,105,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,24,NA,[],68,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,475.8156999999881,NA,NA,NA,480.944,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,24,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0026_v1_3_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.6330999999940445],2025-07-15_18h25.57.094,67,NA,[2.6330999999940445],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,25,NA,[2.6169000000058986],18,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.6169000000058986],NA,480.94879999998216,NA,NA,NA,486.0608999999762,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,25,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0064_avr_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,17,NA,[],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,26,NA,[],28,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,486.06669999998815,NA,NA,NA,490.42769999998814,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,26,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0446_v4_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.8669000000060123],2025-07-15_18h25.57.094,27,NA,[1.8669000000060123],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,27,NA,[],80,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,490.43289999997614,NA,NA,NA,494.86179999998217,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,27,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0064_avr_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.9342000000178814],2025-07-15_18h25.57.094,79,NA,[1.9342000000178814],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,28,NA,[1.5500999999941314],44,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.5500999999941314],NA,494.8666999999881,NA,NA,NA,498.91119999998807,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,28,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0460_i_5_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,43,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,29,NA,[],98,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,498.91669999998805,NA,NA,NA,514.5117999999821,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,29,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0305_i_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[13.100900000005936],2025-07-15_18h25.57.094,97,NA,[13.100800000011873],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,30,NA,[],120,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,514.5167999999821,NA,NA,NA,518.8948999999761,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,30,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0558_v1_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.8821999999880745],2025-07-15_18h25.57.094,119,NA,[1.8821999999880745],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,31,NA,[2.099499999999921],92,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.099499999999921],NA,518.9022,NA,NA,NA,523.495,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,31,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0273_ii_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,91,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,32,NA,[],107,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,523.5028999999762,NA,NA,NA,527.9115999999941,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,32,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_avr_5_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.9164000000059787],2025-07-15_18h25.57.094,106,NA,[1.9164000000059787],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,33,NA,[2.000100000023849],58,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[2.000100000023849],NA,527.9165,NA,NA,NA,532.4116999999881,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,33,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/norm_vis/JT/JT_0481_avr_5_NORM_NOST.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,57,NA,[],0,NORM_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,34,NA,[6.333499999999958],105,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[6.333499999999958],NA,532.4165999999941,NA,NA,NA,541.2448999999762,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,34,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0465_avf_4_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,104,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,35,NA,[4.149999999999977],112,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[4.149999999999977],NA,541.2497999999821,NA,NA,NA,547.8952999999822,NA,-0.65,0,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,35,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0478_avf_1_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,111,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,36,NA,[],7,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,547.9005,NA,NA,NA,552.1118999999761,NA,0.65,1,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,36,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0026_v4_5_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.7166999999881227],2025-07-15_18h25.57.094,6,NA,[1.7166999999881227],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,37,NA,[],10,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,552.1162999999822,NA,NA,NA,557.1121999999881,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,37,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/MI_vis/JT/JT_0038_v4_2_MI_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[2.500499999999988],2025-07-15_18h25.57.094,9,NA,[2.500499999999988],0,MI_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,38,NA,[1.9674000000060232],101,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,N_ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[1.9674000000060232],NA,557.1168999999762,NA,NA,NA,561.5796999999881,NA,0.65,0,NA,-0.425,[],black,-0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,38,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0374_avf_1_normal_nst.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[],2025-07-15_18h25.57.094,100,NA,[],0,NORM_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,1,NA,NA,NA,8,TRUE,23
﻿-0.425,NA,NA,1,395902,NA,NA,NA,NA,68766fd199ac5101833eeb20,NA,NA,NA,39,NA,[],70,NA,NA,68768ef273683c40b578e0d2,NA,001,NA,NA,NA,ST,NA,NA,60.97560975609215,NA,0,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,2025-07-15_18h25.29.750,NA,Please look at the following ECG and decide if ST-elevation is present.,NA,[],NA,561.5841999999881,NA,NA,NA,565.4463999999762,NA,-0.65,1,NA,-0.425,[],black,0.65,2024.2.4,Win32,ECG_X_EXP1_m1_JT,NA,NA,39,0.801425662,NA,NA,NA,NA,exp_resources/pilot_round2_stimuli/no_vis/nvis_s0029_v1_2_mi_st.png,0.5,NA,NA,NA,NA,NA,NA,NA,NA,[1.3671999999880882],2025-07-15_18h25.57.094,69,NA,[1.3671999999880882],0,MI_no_vis,NA,NA,NA,NA,ECG_X_EXP1_m1_JT,NA,NA,NA,0,NA,NA,NA,8,TRUE,23
